Age,,Height (cm),Weight (kg),,Workout Duration (mins),,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%)
41,,181,94,,26,,123,2361,6.6,Low,9.5,1.9,3599,88,38.4,28.5
22,,166,89,,68,,86,15464,14.55,Low,9.8,1.9,2685,76,38.4,28.5
41,,170,53,,27,,93,18992,3.97,Medium,8.8,1.9,2468,51,38.4,28.5
59,,178,75,,44,,145,2569,4.77,Medium,8.4,1.9,3370,56,38.4,28.5
47,,184,113,,96,,135,8933,9.46,High,7.2,1.9,3622,71,38.4,28.5
54,,193,53,,67,,155,9055,10.81,Low,5.2,1.9,1549,58,38.4,28.5
41,,155,116,,113,,89,8728,2.12,High,7.5,1.9,3733,59,38.4,28.5
56,,166,119,,77,,135,15972,3.5,High,6.1,1.9,2814,78,38.4,28.5
18,,161,99,,70,,174,18577,4.84,High,9.1,1.9,3719,55,38.4,28.5
33,,194,98,,31,,141,10012,3.16,Medium,5.2,1.9,3868,62,38.4,28.5
48,,179,119,,72,,157,19825,9.53,Low,9,1.9,2213,85,38.4,28.5
49,,192,82,,11,,137,12675,1.72,High,5.3,1.9,2077,63,38.4,28.5
26,,154,116,,94,,163,10656,14.32,Medium,6.8,1.9,2137,66,38.4,28.5
35,,171,102,,25,,111,19281,7.71,Medium,8.2,1.9,3638,57,38.4,28.5
46,,172,95,,108,,95,10933,8.45,Medium,8.3,1.9,2092,75,38.4,28.5
21,,179,62,,108,,154,18196,7.19,Medium,4.8,1.9,2393,51,38.4,28.5
41,,171,85,,92,,97,4557,10.76,Medium,4.5,1.9,3667,65,38.4,28.5
28,,197,53,,105,,146,6011,10.41,Medium,7.9,1.9,3122,88,38.4,28.5
27,,172,112,,58,,134,1927,0.61,High,9.6,1.9,1930,66,38.4,28.5
23,,191,81,,47,,123,17194,11.91,Medium,7.1,1.9,2853,62,38.4,28.5
45,,170,102,,112,,149,17060,6.72,Low,9.6,1.9,2570,59,38.4,28.5
51,,151,84,,101,,85,10379,10.18,Low,6.3,1.9,3259,51,38.4,28.5
38,,190,88,,10,,165,12920,9.01,High,8.3,1.9,2378,52,38.4,28.5
39,,172,99,,108,,102,2618,2.26,High,6.7,1.9,2786,56,38.4,28.5
29,,157,60,,75,,114,4493,2.84,Low,6.1,1.9,2473,75,38.4,28.5
30,,195,50,,118,,95,10211,8.57,High,4.7,1.9,1992,88,38.4,28.5
26,,183,107,,19,,155,17317,14.22,High,7.3,1.9,3333,79,38.4,28.5
48,,171,87,,96,,106,14576,9.91,Low,8,1.9,2050,85,38.4,28.5
55,,184,78,,104,,108,6252,5.46,Medium,7.9,1.9,2472,85,38.4,28.5
29,,188,115,,67,,124,7781,7.86,Low,5.2,1.9,1852,67,38.4,28.5
40,,160,118,,104,,168,17213,9.09,Medium,4.9,1.9,2997,66,38.4,28.5
31,,189,109,,54,,176,4356,13.06,Low,9.7,1.9,2439,75,38.4,28.5
50,,150,104,,76,,176,4499,13.84,Medium,5.1,1.9,2627,83,38.4,28.5
39,,178,61,,107,,172,15469,1.31,Low,6.5,1.9,3174,85,38.4,28.5
38,,180,90,,77,,125,19941,7.33,Low,6.4,1.9,3291,51,38.4,28.5
54,,190,100,,36,,145,10328,9.99,Medium,7.8,1.9,2615,89,38.4,28.5
57,,199,107,,22,,160,18807,13.99,Low,4.9,1.9,2871,60,38.4,28.5
52,,168,101,,79,,171,10055,5.46,High,9.6,1.9,3202,79,38.4,28.5
44,,170,88,,23,,123,6429,7.42,High,5.3,1.9,3016,74,38.4,28.5
51,,179,60,,117,,94,9885,5.49,Medium,7.8,1.9,3605,64,38.4,28.5
55,,188,88,,48,,139,14517,3.95,Low,6.9,1.9,1624,86,38.4,28.5
18,,155,94,,97,,109,3180,7.64,High,7.9,1.9,2216,81,38.4,28.5
42,,163,63,,81,,152,14167,5.98,High,7.1,1.9,2889,86,38.4,28.5
30,,166,57,,67,,87,1837,1.57,Medium,7.1,1.9,2822,68,38.4,28.5
34,,181,98,,86,,123,11859,7.24,Medium,6.7,1.9,2685,55,38.4,28.5
26,,168,108,,106,,133,5446,3.08,Medium,6.4,1.9,3013,64,38.4,28.5
51,,188,82,,61,,176,11204,10.24,Medium,8.4,1.9,2352,82,38.4,28.5
38,,198,50,,39,,81,3133,11.14,High,7.9,1.9,2753,89,38.4,28.5
48,,186,64,,59,,118,5950,4,High,4.5,1.9,3019,51,38.4,28.5
23,,171,92,,74,,90,1371,11.88,Medium,5.7,1.9,3262,61,38.4,28.5
32,,173,75,,20,,112,15143,14.13,High,7.4,1.9,1617,86,38.4,28.5
47,,168,53,,30,,86,16776,6.82,Low,8.4,1.9,3666,65,38.4,28.5
58,,186,86,,109,,112,14292,5.77,Medium,8.9,1.9,1615,71,38.4,28.5
45,,159,85,,107,,142,19482,3.96,High,4.5,1.9,1985,53,38.4,28.5
19,,182,93,,47,,107,14443,3.24,Medium,6.7,1.9,3978,87,38.4,28.5
51,,160,79,,28,,113,7035,6.3,Medium,8.2,1.9,2091,70,38.4,28.5
58,,175,100,,99,,135,17289,7.51,Low,5.2,1.9,2225,79,38.4,28.5
52,,187,75,,51,,120,19697,10.34,Low,4.4,1.9,2493,72,38.4,28.5
36,,180,115,,114,,148,2027,7.46,High,9.1,1.9,2004,56,38.4,28.5
47,,172,56,,104,,178,10113,5.72,Medium,6,1.9,2629,53,38.4,28.5
45,,159,74,,15,,135,4507,11.47,Low,5.4,1.9,1640,54,38.4,28.5
27,,155,74,,90,,107,4274,10.45,Medium,5.1,1.9,2301,86,38.4,28.5
51,,185,77,,119,,128,13968,13.64,Low,4.1,1.9,3251,73,38.4,28.5
59,,182,69,,110,,81,3659,4.69,High,7.9,1.9,3838,64,38.4,28.5
20,,188,105,,17,,122,2310,2.66,Low,8.7,1.9,2510,77,38.4,28.5
41,,196,87,,26,,101,18763,4.15,Medium,4.4,1.9,2578,87,38.4,28.5
37,,174,56,,115,,89,11388,2.77,Medium,5.7,1.9,1817,78,38.4,28.5
48,,190,112,,75,,136,1120,13.58,Low,8.2,1.9,3124,77,38.4,28.5
50,,197,87,,93,,148,5782,13.02,Medium,9,1.9,3321,52,38.4,28.5
44,,170,84,,65,,140,18798,6.05,Low,8.3,1.9,3209,78,38.4,28.5
19,,190,115,,36,,156,4131,11.47,Medium,7.8,1.9,2260,75,38.4,28.5
21,,188,83,,79,,139,11183,2.76,Medium,5.4,1.9,2936,61,38.4,28.5
54,,184,115,,51,,138,16127,4.54,Medium,5.4,1.9,1877,60,38.4,28.5
58,,165,63,,69,,179,18707,7.33,Low,5.7,1.9,1888,82,38.4,28.5
36,,165,83,,70,,122,1310,12.92,Low,8.6,1.9,2467,65,38.4,28.5
31,,166,79,,21,,175,14814,7.89,Low,4.1,1.9,2545,61,38.4,28.5
56,,177,65,,58,,91,5753,5.87,Medium,9.3,1.9,1990,73,38.4,28.5
26,,151,82,,113,,90,6087,1.25,Low,6,1.9,1732,86,38.4,28.5
55,,160,62,,70,,141,4654,3.24,High,9.5,1.9,3681,53,38.4,28.5
49,,152,102,,24,,113,17911,3.56,Low,7.3,1.9,3131,84,38.4,28.5
33,,153,73,,113,,118,15342,4.56,High,9.1,1.9,1643,51,38.4,28.5
48,,186,73,,80,,94,12908,14.88,High,8.6,1.9,3075,86,38.4,28.5
46,,156,93,,108,,168,7319,13.88,Medium,8.4,1.9,2992,73,38.4,28.5
59,,188,74,,62,,110,18411,7.38,High,6.7,1.9,3997,63,38.4,28.5
40,,195,88,,91,,139,5784,14.51,High,4.8,1.9,2714,63,38.4,28.5
51,,163,90,,113,,89,13207,7.1,High,9.2,1.9,1585,82,38.4,28.5
49,,188,107,,61,,106,5418,3.58,High,4.5,1.9,3391,86,38.4,28.5
50,,185,100,,58,,129,4452,4.79,High,7.4,1.9,3270,87,38.4,28.5
23,,185,90,,55,,113,11714,0.77,Medium,8.5,1.9,3699,54,38.4,28.5
23,,170,99,,113,,81,19539,5.26,Low,7.5,1.9,3719,84,38.4,28.5
59,,174,86,,68,,146,19475,12.8,Low,6.6,1.9,2901,65,38.4,28.5
39,,174,116,,55,,100,1970,5.12,Medium,7,1.9,2990,87,38.4,28.5
39,,192,81,,89,,133,11223,1.28,Medium,6,1.9,2262,86,38.4,28.5
27,,184,93,,20,,133,19200,9.78,High,7.6,1.9,3701,87,38.4,28.5
45,,181,92,,93,,80,14810,6.21,Medium,6,1.9,2178,66,38.4,28.5
35,,174,65,,32,,148,11823,14.67,High,7.2,1.9,2408,71,38.4,28.5
22,,183,70,,119,,177,2027,12.8,High,6.7,1.9,3927,51,38.4,28.5
47,,187,93,,56,,97,16436,1.73,Medium,5.9,1.9,3377,84,38.4,28.5
29,,185,90,,117,,164,1440,12.77,Medium,9.1,1.9,3006,75,38.4,28.5
24,,173,117,,82,,145,2649,12.46,Low,7.4,1.9,1715,70,38.4,28.5
39,,189,50,,78,,150,12495,7.31,Low,4.2,1.9,2207,86,38.4,28.5
26,,157,114,,71,,152,11888,1.55,High,9,1.9,2832,53,38.4,28.5
29,,157,73,,37,,169,1627,2.86,Medium,8,1.9,3485,62,38.4,28.5
29,,173,100,,47,,136,14373,1.82,Low,8.3,1.9,3173,64,38.4,28.5
21,,150,50,,108,,179,12442,10.26,High,9.1,1.9,3071,75,38.4,28.5
43,,193,66,,51,,151,10336,5.94,High,7.8,1.9,3439,84,38.4,28.5
46,,172,85,,66,,122,16213,6.41,Low,7.3,1.9,2693,61,38.4,28.5
48,,187,74,,111,,153,7354,2.03,Low,6.9,1.9,2781,75,38.4,28.5
35,,195,70,,65,,128,10887,2.03,Low,6.3,1.9,1953,70,38.4,28.5
54,,183,57,,42,,152,9986,3.87,High,5.9,1.9,2793,81,38.4,28.5
32,,176,76,,11,,174,13574,2.48,High,4.1,1.9,3922,83,38.4,28.5
59,,162,90,,118,,81,3291,10.46,High,6.8,1.9,3199,51,38.4,28.5
44,,156,63,,92,,177,4357,14.75,High,4.9,1.9,1575,66,38.4,28.5
58,,150,92,,78,,174,7885,5.42,High,4.4,1.9,2372,50,38.4,28.5
29,,160,88,,76,,82,19924,3.46,Low,5,1.9,1879,68,38.4,28.5
34,,176,59,,13,,145,19759,11.85,Medium,9.8,1.9,3444,84,38.4,28.5
56,,171,106,,14,,120,14811,11.02,Medium,9.1,1.9,1663,82,38.4,28.5
39,,151,98,,40,,118,11365,2.61,Medium,8.1,1.9,3948,82,38.4,28.5
50,,161,106,,49,,95,18173,14.99,Low,5.7,1.9,2765,69,38.4,28.5
20,,161,91,,97,,138,9769,14.2,Low,6.9,1.9,2609,67,38.4,28.5
23,,193,78,,53,,102,15020,9.89,Low,9.8,1.9,1692,70,38.4,28.5
52,,187,97,,49,,95,14206,1.36,High,4.9,1.9,2627,64,38.4,28.5
34,,194,77,,88,,168,2927,0.58,Low,6,1.9,1845,74,38.4,28.5
21,,163,104,,102,,88,18166,12.75,Medium,4.2,1.9,2684,67,38.4,28.5
43,,197,90,,75,,149,13293,5.55,Medium,6.2,1.9,3503,59,38.4,28.5
20,,168,54,,110,,136,4709,9.44,Medium,5.4,1.9,3704,75,38.4,28.5
35,,168,50,,50,,115,10293,13.8,Low,5.8,1.9,3320,81,38.4,28.5
32,,157,85,,23,,173,10879,4.47,High,4.2,1.9,1863,64,38.4,28.5
53,,196,54,,25,,104,18672,0.5,High,6.6,1.9,3676,53,38.4,28.5
41,,163,118,,56,,165,5210,9.76,High,4.4,1.9,1601,66,38.4,28.5
39,,192,64,,81,,154,7024,8.45,High,5.7,1.9,2032,55,38.4,28.5
54,,172,111,,93,,147,4983,14.53,High,9.1,1.9,2992,88,38.4,28.5
18,,191,52,,64,,170,11875,11.9,Low,8.7,1.9,1721,53,38.4,28.5
25,,176,62,,36,,145,13304,0.64,High,5.3,1.9,2746,89,38.4,28.5
38,,164,66,,25,,141,3895,5.65,Low,7.9,1.9,2365,77,38.4,28.5
56,,186,63,,22,,93,18620,10.45,Medium,9,1.9,3313,59,38.4,28.5
49,,167,117,,96,,117,12156,10.42,High,8.9,1.9,2946,50,38.4,28.5
47,,196,106,,16,,91,12088,5.22,Low,5.8,1.9,2332,80,38.4,28.5
59,,195,109,,64,,103,16545,12.6,Medium,6.2,1.9,2673,81,38.4,28.5
56,,178,107,,78,,131,5739,4.29,Low,7.8,1.9,1541,51,38.4,28.5
32,,172,50,,110,,144,8047,2.56,Medium,4.5,1.9,2092,50,38.4,28.5
39,,166,92,,50,,163,8621,7.62,Low,5.5,1.9,2447,87,38.4,28.5
28,,164,66,,32,,115,6749,14.75,Medium,9.2,1.9,3657,74,38.4,28.5
48,,161,55,,106,,156,3751,7.13,High,7.8,1.9,3608,89,38.4,28.5
51,,170,73,,36,,113,11866,6.61,Low,5.4,1.9,3235,64,38.4,28.5
57,,195,105,,113,,125,3262,3.68,High,6.2,1.9,3564,56,38.4,28.5
58,,152,76,,98,,176,4424,1.85,Medium,4.5,1.9,2576,62,38.4,28.5
38,,188,88,,112,,83,16835,11.51,High,4,1.9,1713,70,38.4,28.5
34,,164,83,,49,,174,4032,9.81,Medium,8,1.9,2675,79,38.4,28.5
51,,189,90,,84,,130,13168,11.32,High,9.5,1.9,3350,58,38.4,28.5
25,,177,105,,70,,111,14596,11.96,Low,6.6,1.9,1982,74,38.4,28.5
55,,184,57,,33,,129,14977,13.29,High,6.3,1.9,2124,85,38.4,28.5
24,,162,88,,15,,116,1520,6.71,Low,4.9,1.9,2752,88,38.4,28.5
31,,188,92,,82,,142,17124,3.4,Medium,5.1,1.9,3901,84,38.4,28.5
53,,175,72,,115,,143,15095,11.01,Low,5.2,1.9,1642,70,38.4,28.5
44,,183,54,,61,,98,1757,4.53,Medium,7.8,1.9,2244,55,38.4,28.5
20,,169,79,,112,,96,9185,14.35,Low,4.5,1.9,1604,69,38.4,28.5
20,,179,90,,81,,148,5286,7.96,High,7.6,1.9,2378,67,38.4,28.5
34,,152,50,,109,,164,9953,4.07,Medium,7.2,1.9,1636,76,38.4,28.5
25,,178,118,,112,,82,15887,14.39,Medium,5.4,1.9,2455,60,38.4,28.5
20,,178,95,,14,,142,1191,8.44,Low,7.7,1.9,1782,60,38.4,28.5
52,,192,77,,110,,151,1979,7.57,Medium,5.8,1.9,3212,67,38.4,28.5
46,,180,66,,25,,132,11422,5.13,Medium,6.7,1.9,1811,52,38.4,28.5
20,,187,62,,10,,97,8183,0.58,Medium,9.6,1.9,1816,68,38.4,28.5
54,,192,66,,82,,135,4781,14.95,Medium,6,1.9,1971,88,38.4,28.5
24,,156,84,,10,,93,5519,4.58,Low,6.9,1.9,3437,68,38.4,28.5
46,,164,80,,11,,122,12954,8.56,Medium,8.6,1.9,3793,71,38.4,28.5
28,,161,69,,102,,111,18047,4.89,Low,8.7,1.9,3016,58,38.4,28.5
34,,152,101,,105,,83,5066,10.33,High,6.9,1.9,3007,72,38.4,28.5
45,,199,93,,62,,140,19196,5.32,Low,9.4,1.9,1837,80,38.4,28.5
33,,177,117,,45,,110,19998,10.31,Low,6.4,1.9,3819,50,38.4,28.5
56,,162,74,,100,,101,7468,14.2,Medium,6.7,1.9,2698,75,38.4,28.5
42,,169,62,,103,,101,2074,8.78,Medium,4.5,1.9,1951,70,38.4,28.5
52,,176,64,,106,,133,8402,11.73,Medium,4.5,1.9,3590,62,38.4,28.5
21,,164,73,,37,,128,2506,9.63,Medium,5,1.9,3179,52,38.4,28.5
42,,157,93,,15,,154,9273,14.27,Low,7.4,1.9,2102,86,38.4,28.5
21,,199,101,,55,,81,6739,9.12,Medium,6.8,1.9,2290,61,38.4,28.5
48,,191,50,,48,,129,10814,9.38,High,7.9,1.9,1958,72,38.4,28.5
51,,181,61,,74,,101,18029,6.63,High,5.6,1.9,3264,68,38.4,28.5
19,,188,59,,85,,82,19090,7.46,Low,6.7,1.9,2070,63,38.4,28.5
31,,190,109,,63,,84,8470,10.91,Medium,9.6,1.9,2304,65,38.4,28.5
51,,182,85,,115,,85,8991,10.05,Medium,8.2,1.9,2860,52,38.4,28.5
41,,168,65,,33,,162,8305,5.26,High,5.1,1.9,2127,85,38.4,28.5
24,,197,117,,59,,151,14671,13.67,Low,7.2,1.9,3823,53,38.4,28.5
43,,190,95,,103,,93,5467,11.72,High,8.2,1.9,2500,69,38.4,28.5
27,,185,114,,64,,121,14103,3.87,Low,8.3,1.9,2972,50,38.4,28.5
53,,167,70,,84,,142,13717,4.23,High,5.2,1.9,1993,76,38.4,28.5
44,,193,118,,45,,171,14277,14.03,High,4,1.9,3939,73,38.4,28.5
55,,157,98,,63,,114,6654,3.4,Medium,6.8,1.9,2703,78,38.4,28.5
22,,189,89,,28,,82,7384,9.28,Medium,7.7,1.9,1731,58,38.4,28.5
45,,162,87,,59,,168,1463,7.54,Low,7.8,1.9,3738,59,38.4,28.5
33,,186,101,,50,,85,15914,2.14,High,4.9,1.9,2737,72,38.4,28.5
55,,188,90,,54,,82,9205,11.81,High,5,1.9,2311,57,38.4,28.5
44,,176,86,,87,,106,6682,10.54,Medium,6.9,1.9,2467,79,38.4,28.5
30,,180,78,,90,,90,13225,7.4,Medium,7.3,1.9,1691,70,38.4,28.5
31,,182,115,,53,,136,16116,7.76,Low,6.5,1.9,1988,81,38.4,28.5
44,,181,60,,113,,101,9809,4.2,Low,4.3,1.9,1930,77,38.4,28.5
54,,166,57,,95,,152,16530,9.58,Medium,7.5,1.9,3801,69,38.4,28.5
32,,169,79,,44,,169,13538,14.77,Low,4.5,1.9,1707,82,38.4,28.5
56,,192,79,,19,,89,18234,8.27,Medium,9.9,1.9,3291,78,38.4,28.5
29,,183,58,,16,,114,13392,13.95,High,7.9,1.9,3780,66,38.4,28.5
18,,176,60,,34,,178,17525,8.38,Medium,9.3,1.9,3196,52,38.4,28.5
33,,158,96,,23,,133,12607,13.56,Medium,7.6,1.9,2040,67,38.4,28.5
48,,173,99,,11,,105,4210,2,High,7.2,1.9,1784,69,38.4,28.5
57,,189,85,,51,,117,1603,13.77,High,7,1.9,3585,80,38.4,28.5
40,,190,52,,30,,177,3225,7.39,Low,5.3,1.9,2505,69,38.4,28.5
52,,154,58,,76,,108,19874,1.71,Medium,6.9,1.9,1950,60,38.4,28.5
52,,166,59,,68,,109,10068,8.55,High,6.1,1.9,3701,79,38.4,28.5
23,,167,85,,33,,127,5284,0.69,High,5.2,1.9,3829,79,38.4,28.5
50,,199,50,,48,,123,15622,3.37,Medium,8,1.9,2775,66,38.4,28.5
24,,188,82,,65,,133,9406,8.47,Low,9.2,1.9,2568,61,38.4,28.5
46,,161,97,,89,,142,7455,1.56,Medium,4.6,1.9,3474,88,38.4,28.5
42,,193,102,,107,,171,10155,4.64,High,8.7,1.9,3163,64,38.4,28.5
57,,175,51,,112,,141,5225,8.27,Low,8.3,1.9,3829,73,38.4,28.5
29,,198,116,,49,,154,4961,9.94,Medium,5.3,1.9,2907,51,38.4,28.5
36,,198,79,,26,,171,8296,13.27,High,7.3,1.9,2904,82,38.4,28.5
28,,198,111,,59,,135,18228,12.45,Medium,9.3,1.9,2424,51,38.4,28.5
47,,160,107,,92,,131,11397,1.71,High,4.2,1.9,1794,85,38.4,28.5
31,,185,104,,26,,156,15852,2.38,Medium,5.4,1.9,2943,58,38.4,28.5
43,,187,100,,17,,172,10030,2.67,Medium,9.1,1.9,2996,72,38.4,28.5
18,,168,114,,88,,161,13309,0.72,High,5.2,1.9,2537,86,38.4,28.5
29,,185,108,,22,,147,1969,11.92,Medium,6.4,1.9,3550,71,38.4,28.5
47,,166,65,,13,,106,1022,6.64,Medium,6.3,1.9,2942,56,38.4,28.5
28,,184,73,,89,,113,2522,0.58,Low,9.8,1.9,2399,62,38.4,28.5
18,,182,95,,28,,99,5206,5.28,Low,9.5,1.9,1572,63,38.4,28.5
37,,158,51,,36,,124,13038,13.77,Low,9,1.9,2508,55,38.4,28.5
59,,172,53,,115,,128,17996,3.72,High,6,1.9,1733,71,38.4,28.5
21,,162,91,,110,,160,12563,11.5,Low,8.5,1.9,2479,81,38.4,28.5
51,,155,100,,35,,178,5980,9.82,High,7.1,1.9,1635,72,38.4,28.5
33,,164,71,,39,,116,3196,5.71,Low,7.6,1.9,1954,68,38.4,28.5
37,,163,117,,47,,123,4766,9.2,Low,5.6,1.9,2706,68,38.4,28.5
37,,167,90,,82,,142,4739,12.85,High,8.9,1.9,1720,74,38.4,28.5
38,,150,67,,66,,131,13280,13.9,Medium,5.7,1.9,3601,52,38.4,28.5
19,,168,117,,19,,151,7439,14.35,Medium,5.1,1.9,1791,78,38.4,28.5
35,,169,109,,16,,136,16932,1.78,High,7.2,1.9,2310,88,38.4,28.5
53,,165,55,,96,,140,19985,9.78,Low,8.3,1.9,2975,62,38.4,28.5
31,,157,61,,68,,165,3777,13.97,High,6.4,1.9,2844,64,38.4,28.5
19,,173,75,,29,,84,18033,7.05,Medium,8.9,1.9,2771,72,38.4,28.5
58,,176,118,,64,,122,13845,12.35,Low,6.6,1.9,2166,70,38.4,28.5
52,,198,116,,107,,100,18763,13.83,Low,8.3,1.9,2057,88,38.4,28.5
56,,183,76,,85,,154,18024,12.93,High,4.8,1.9,2937,66,38.4,28.5
59,,164,101,,76,,154,9754,11.84,Low,8.8,1.9,3188,51,38.4,28.5
31,,183,89,,112,,94,3372,4.99,High,5.1,1.9,3914,81,38.4,28.5
52,,180,92,,57,,160,13058,7.56,Low,4.4,1.9,3320,80,38.4,28.5
34,,184,88,,11,,173,13791,5.13,Low,6.3,1.9,1674,74,38.4,28.5
35,,151,109,,70,,176,5405,13.43,Medium,7.4,1.9,2416,56,38.4,28.5
52,,192,105,,101,,168,19093,12.93,Low,7.6,1.9,3366,84,38.4,28.5
26,,191,51,,34,,142,14361,3.68,Medium,7.1,1.9,2486,59,38.4,28.5
34,,172,83,,68,,127,15214,10.22,Low,5.1,1.9,2999,51,38.4,28.5
19,,179,119,,79,,167,7989,2.72,Low,4.3,1.9,1552,71,38.4,28.5
54,,180,103,,59,,84,18055,8.18,High,9.2,1.9,1540,63,38.4,28.5
27,,169,113,,33,,167,17147,12.88,Low,9.9,1.9,1761,79,38.4,28.5
37,,190,85,,53,,172,9907,11.41,Low,6.6,1.9,2692,88,38.4,28.5
42,,154,61,,68,,115,14498,1.79,High,5.9,1.9,3740,86,38.4,28.5
47,,199,101,,89,,176,3330,3.94,Medium,6.2,1.9,2778,59,38.4,28.5
45,,192,112,,96,,131,10503,11.85,Medium,5.5,1.9,1657,50,38.4,28.5
53,,189,53,,45,,118,11655,4.17,Medium,6.5,1.9,2333,65,38.4,28.5
57,,156,57,,37,,139,17149,1.1,Medium,5.5,1.9,3004,85,38.4,28.5
45,,178,68,,29,,81,5088,5.56,Medium,8.9,1.9,3584,68,38.4,28.5
34,,157,107,,29,,122,2092,10.9,Medium,7.1,1.9,3598,74,38.4,28.5
29,,198,62,,35,,103,19094,1.98,Low,9.6,1.9,1690,58,38.4,28.5
27,,172,65,,95,,169,7159,3.1,Medium,5.4,1.9,2565,89,38.4,28.5
18,,168,93,,15,,178,4379,10.98,High,10,1.9,3324,60,38.4,28.5
36,,154,112,,101,,96,13041,13.32,Low,7.5,1.9,3911,88,38.4,28.5
51,,182,63,,114,,167,11183,11.48,High,4.4,1.9,3278,60,38.4,28.5
58,,195,52,,94,,168,1284,3.68,Medium,7.1,1.9,1804,51,38.4,28.5
19,,170,83,,88,,103,19558,3.27,High,7.6,1.9,3887,89,38.4,28.5
39,,188,54,,22,,104,10408,4.1,Low,9.9,1.9,1731,55,38.4,28.5
20,,161,63,,31,,128,3952,3.74,Low,7.3,1.9,2155,53,38.4,28.5
49,,157,103,,45,,179,11994,7.93,Medium,7.6,1.9,3101,78,38.4,28.5
46,,182,73,,88,,103,14656,5.19,Medium,4.5,1.9,1775,65,38.4,28.5
44,,150,64,,78,,145,3284,6.81,Low,6.6,1.9,2463,66,38.4,28.5
56,,166,56,,85,,157,6422,11.24,Medium,5.7,1.9,1732,55,38.4,28.5
44,,175,96,,78,,133,2015,14.58,High,8.3,1.9,3244,54,38.4,28.5
47,,187,78,,100,,96,11052,6.29,Low,4.7,1.9,2827,58,38.4,28.5
35,,188,114,,38,,97,2155,6.87,Low,5.1,1.9,3505,69,38.4,28.5
32,,164,97,,63,,87,4164,3.73,High,7.4,1.9,2899,80,38.4,28.5
41,,165,112,,55,,157,1601,5.65,High,5,1.9,2949,54,38.4,28.5
22,,180,57,,99,,119,8816,10.32,Low,9.7,1.9,3876,51,38.4,28.5
34,,156,73,,78,,120,3672,3.67,High,4.5,1.9,3189,86,38.4,28.5
24,,172,104,,41,,102,11377,2.72,High,6.1,1.9,2108,62,38.4,28.5
18,,168,113,,100,,140,19947,2.84,High,8,1.9,3790,53,38.4,28.5
46,,157,54,,26,,137,18594,14.36,High,6.9,1.9,3611,82,38.4,28.5
32,,172,72,,56,,166,9652,6.35,High,7.6,1.9,3718,72,38.4,28.5
20,,162,57,,31,,105,16903,10.31,High,9.2,1.9,3189,59,38.4,28.5
40,,176,58,,42,,168,17692,2.02,Medium,7.5,1.9,2654,54,38.4,28.5
53,,192,111,,92,,139,18073,1.3,High,7.1,1.9,2408,77,38.4,28.5
44,,153,108,,79,,84,14139,12.37,Low,6.3,1.9,2197,73,38.4,28.5
36,,188,81,,11,,147,7133,4.62,High,5.2,1.9,2505,85,38.4,28.5
43,,157,102,,67,,99,19057,7.07,Low,5.6,1.9,2448,75,38.4,28.5
39,,154,63,,19,,161,12347,11.66,High,7.4,1.9,1962,57,38.4,28.5
22,,178,57,,46,,128,3931,4.01,High,6.3,1.9,1569,83,38.4,28.5
59,,156,112,,57,,114,10311,14.76,Low,8.7,1.9,3423,89,38.4,28.5
29,,196,103,,108,,88,19584,8.76,Low,4.6,1.9,2677,88,38.4,28.5
35,,165,53,,25,,171,4901,7.58,Medium,6.1,1.9,2702,69,38.4,28.5
52,,195,116,,100,,121,8190,10.16,Medium,4.4,1.9,2455,59,38.4,28.5
20,,182,107,,45,,125,16889,4.97,High,9.3,1.9,2383,51,38.4,28.5
51,,178,109,,104,,112,4419,0.89,Medium,6.5,1.9,3634,59,38.4,28.5
41,,183,104,,15,,100,9972,1.67,High,6.3,1.9,1572,54,38.4,28.5
35,,162,75,,50,,104,16018,14.06,Medium,6.6,1.9,3207,53,38.4,28.5
30,,185,56,,33,,150,18915,8.87,Medium,5.3,1.9,3474,57,38.4,28.5
34,,152,103,,29,,131,3623,5.33,Low,9.5,1.9,3765,69,38.4,28.5
20,,171,95,,38,,169,14395,6.98,Low,5.7,1.9,1908,58,38.4,28.5
58,,189,111,,79,,171,5701,13.79,High,6.7,1.9,2248,70,38.4,28.5
37,,197,82,,75,,136,13794,11.44,Medium,6.1,1.9,2473,88,38.4,28.5
46,,179,95,,114,,123,6311,4.05,High,6,1.9,2031,68,38.4,28.5
38,,172,112,,39,,128,9021,1.17,Low,6.3,1.9,2728,63,38.4,28.5
30,,183,105,,109,,106,8003,4.11,Low,7.6,1.9,3024,76,38.4,28.5
32,,185,114,,88,,86,17535,4.85,Low,6.9,1.9,2365,77,38.4,28.5
30,,171,107,,101,,121,18568,2.39,High,8.9,1.9,2514,55,38.4,28.5
32,,180,68,,88,,126,15636,7.92,Low,9.9,1.9,2464,80,38.4,28.5
57,,174,104,,13,,86,13089,9.28,Low,7.8,1.9,3262,73,38.4,28.5
19,,157,94,,24,,146,14053,9.95,Medium,5.9,1.9,3591,78,38.4,28.5
20,,188,118,,112,,172,18688,4.84,Low,10,1.9,3846,60,38.4,28.5
55,,151,80,,85,,156,18588,10.93,Low,7,1.9,2054,54,38.4,28.5
55,,159,69,,86,,141,17287,11.19,Medium,4.7,1.9,2509,52,38.4,28.5
